"","country","iso3c","WHO_region","income_g","year","pop","pop_name"
"2218","Japan","JPN","WPRO","High income",2033,3804208.5,"6-59mo"
"2219","Jordan","JOR","EMRO","Lower middle income",2033,1167136,"6-59mo"
"2220","Kazakhstan","KAZ","EURO","Upper middle income",2033,1933348.5,"6-59mo"
"2221","Kenya","KEN","AFRO","Lower middle income",2033,7882844.5,"6-59mo"
"2222","Kiribati","KIR","WPRO","Lower middle income",2033,16090,"6-59mo"
"2223","Korea, Republic of","KOR","WPRO","High income",2033,1292816,"6-59mo"
"2224","Kuwait","KWT","EMRO","High income",2033,300850,"6-59mo"
"2225","Kyrgyzstan","KGZ","EURO","Lower middle income",2033,741665.5,"6-59mo"
"2226","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2033,749895.5,"6-59mo"
"2227","Latvia","LVA","EURO","High income",2033,62652.5,"6-59mo"
"2228","Lebanon","LBN","EMRO","Lower middle income",2033,469490.5,"6-59mo"
"2229","Lesotho","LSO","AFRO","Lower middle income",2033,260690.5,"6-59mo"
"2230","Liberia","LBR","AFRO","Low income",2033,856961,"6-59mo"
"2231","Libya","LBY","EMRO","Upper middle income",2033,589332,"6-59mo"
"2232","Lithuania","LTU","EURO","High income",2033,97777.5,"6-59mo"
"2233","Luxembourg","LUX","EURO","High income",2033,34921.5,"6-59mo"
"2234","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2033,73230,"6-59mo"
"2235","Madagascar","MDG","AFRO","Low income",2033,5114381,"6-59mo"
"2236","Malawi","MWI","AFRO","Low income",2033,3548904.5,"6-59mo"
"2237","Malaysia","MYS","WPRO","Upper middle income",2033,2288785,"6-59mo"
"2238","Maldives","MDV","SEARO","Upper middle income",2033,23710,"6-59mo"
"2239","Mali","MLI","AFRO","Low income",2033,5078858,"6-59mo"
"2240","Malta","MLT","EURO","High income",2033,19436,"6-59mo"
"2241","Mauritania","MRT","AFRO","Lower middle income",2033,940274,"6-59mo"
"2242","Mauritius","MUS","AFRO","Upper middle income",2033,52224,"6-59mo"
"2243","Mexico","MEX","AMRO","Upper middle income",2033,9526029,"6-59mo"
"2244","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2033,11813.5,"6-59mo"
"2245","Moldova, Republic of","MDA","EURO","Upper middle income",2033,133428,"6-59mo"
"2246","Mongolia","MNG","WPRO","Lower middle income",2033,295074.5,"6-59mo"
"2247","Montenegro","MNE","EURO","Upper middle income",2033,30467,"6-59mo"
"2248","Morocco","MAR","EMRO","Lower middle income",2033,2922968,"6-59mo"
"2249","Mozambique","MOZ","AFRO","Low income",2033,6664450.5,"6-59mo"
"2250","Myanmar","MMR","SEARO","Lower middle income",2033,4083308,"6-59mo"
"2251","Namibia","NAM","AFRO","Upper middle income",2033,389224,"6-59mo"
"2252","Nepal","NPL","SEARO","Lower middle income",2033,2524355.5,"6-59mo"
"2253","Netherlands","NLD","EURO","High income",2033,919613.5,"6-59mo"
"2254","New Zealand","NZL","WPRO","High income",2033,284182.5,"6-59mo"
"2255","Nicaragua","NIC","AMRO","Lower middle income",2033,631971,"6-59mo"
"2256","Niger","NER","AFRO","Low income",2033,5650456.5,"6-59mo"
"2257","Nigeria","NGA","AFRO","Lower middle income",2033,36912241.5,"6-59mo"
"2258","Norway","NOR","EURO","High income",2033,265575.5,"6-59mo"
"2259","Oman","OMN","EMRO","High income",2033,478316,"6-59mo"
"2260","Pakistan","PAK","EMRO","Lower middle income",2033,34023442,"6-59mo"
"2261","Panama","PAN","AMRO","High income",2033,354696.5,"6-59mo"
"2262","Papua New Guinea","PNG","SEARO","Lower middle income",2033,1258019.5,"6-59mo"
"2263","Paraguay","PRY","AMRO","Upper middle income",2033,641145.5,"6-59mo"
"2264","Peru","PER","AMRO","Upper middle income",2033,2570441,"6-59mo"
"2265","Philippines","PHL","WPRO","Lower middle income",2033,9201652.5,"6-59mo"
"2266","Poland","POL","EURO","High income",2033,1285493,"6-59mo"
"2267","Portugal","PRT","EURO","High income",2033,429484.5,"6-59mo"
"2268","Qatar","QAT","EMRO","High income",2033,190091.5,"6-59mo"
"2269","Romania","ROU","EURO","High income",2033,831073,"6-59mo"
"2270","Russian Federation","RUS","EURO","Upper middle income",2033,6040861.5,"6-59mo"
"2271","Rwanda","RWA","AFRO","Low income",2033,2065921.5,"6-59mo"
"2272","Saint Lucia","LCA","AMRO","Upper middle income",2033,9091.5,"6-59mo"
"2273","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2033,5341,"6-59mo"
"2274","Samoa","WSM","WPRO","Lower middle income",2033,26737.5,"6-59mo"
"2275","Sao Tome And Principe","STP","AFRO","Lower middle income",2033,35152.5,"6-59mo"
"2276","Saudi Arabia","SAU","EMRO","High income",2033,2984275,"6-59mo"
"2277","Senegal","SEN","AFRO","Lower middle income",2033,2851102,"6-59mo"
"2278","Serbia","SRB","EURO","Upper middle income",2033,267568,"6-59mo"
"2279","Seychelles","SYC","AFRO","High income",2033,8658.5,"6-59mo"
"2280","Sierra Leone","SLE","AFRO","Low income",2033,1217281.5,"6-59mo"
"2281","Singapore","SGP","WPRO","High income",2033,254858.5,"6-59mo"
"2282","Slovakia","SVK","EURO","High income",2033,220774,"6-59mo"
"2283","Slovenia","SVN","EURO","High income",2033,82172.5,"6-59mo"
"2284","Solomon Islands","SLB","WPRO","Lower middle income",2033,117379.5,"6-59mo"
"2285","Somalia","SOM","EMRO","Low income",2033,4096637,"6-59mo"
"2286","South Africa","ZAF","AFRO","Upper middle income",2033,5637450,"6-59mo"
"2287","South Sudan","SSD","AFRO","Low income",2033,1842701,"6-59mo"
"2288","Spain","ESP","EURO","High income",2033,1627730.5,"6-59mo"
"2289","Sri Lanka","LKA","SEARO","Lower middle income",2033,1536562,"6-59mo"
"2290","Sudan","SDN","EMRO","Low income",2033,8432658.5,"6-59mo"
"2291","Suriname","SUR","AMRO","Upper middle income",2033,52424,"6-59mo"
"2292","Sweden","SWE","EURO","High income",2033,483488,"6-59mo"
"2293","Switzerland","CHE","EURO","High income",2033,386459.5,"6-59mo"
"2294","Syrian Arab Republic","SYR","EMRO","Low income",2033,3363945.5,"6-59mo"
"2295","Tajikistan","TJK","EURO","Lower middle income",2033,1300811.5,"6-59mo"
"2296","Tanzania, United Republic of","TZA","AFRO","Lower middle income",2033,12757957,"6-59mo"
"2297","Thailand","THA","SEARO","Upper middle income",2033,2751896.5,"6-59mo"
"2298","Timor-Leste","TLS","SEARO","Lower middle income",2033,151613,"6-59mo"
"2299","Togo","TGO","AFRO","Low income",2033,1515974.5,"6-59mo"
"2300","Tonga","TON","WPRO","Upper middle income",2033,10766,"6-59mo"
"2301","Trinidad and Tobago","TTO","AMRO","High income",2033,70513,"6-59mo"
"2302","Tunisia","TUN","EMRO","Lower middle income",2033,718130,"6-59mo"
"2303","Turkey","TUR","EURO","Upper middle income",2033,4943486,"6-59mo"
"2304","Turkmenistan","TKM","EURO","Upper middle income",2033,678226,"6-59mo"
"2305","Uganda","UGA","AFRO","Low income",2033,8597080.5,"6-59mo"
"2306","Ukraine","UKR","EURO","Lower middle income",2033,1166640,"6-59mo"
"2307","United Arab Emirates","ARE","EMRO","High income",2033,763522.5,"6-59mo"
"2308","United Kingdom","GBR","EURO","High income",2033,3492484.5,"6-59mo"
"2309","United States of America","USA","AMRO","High income",2033,18978176.5,"6-59mo"
"2310","Uruguay","URY","AMRO","High income",2033,161787,"6-59mo"
"2311","Uzbekistan","UZB","EURO","Lower middle income",2033,4244131.5,"6-59mo"
"2312","Vanuatu","VUT","WPRO","Lower middle income",2033,47603.5,"6-59mo"
"2313","Venezuela","VEN","AMRO","Upper middle income",2033,2221574.5,"6-59mo"
"2314","Viet Nam","VNM","WPRO","Lower middle income",2033,6295013,"6-59mo"
"2315","Yemen","YEM","EMRO","Low income",2033,6838735.5,"6-59mo"
"2316","Zambia","ZMB","AFRO","Lower middle income",2033,3687634,"6-59mo"
"2317","Zimbabwe","ZWE","AFRO","Lower middle income",2033,2578114.5,"6-59mo"
"2318","Andorra","AND","EURO","High income",2033,2984,"6-59mo"
"2319","Antigua And Barbuda","ATG","AMRO","High income",2033,5135,"6-59mo"
"2320","Cook Islands","COK","WPRO","High income",2033,482.5,"6-59mo"
"2321","Marshall Islands","MHL","WPRO","Upper middle income",2033,2685,"6-59mo"
"2322","Monaco","MCO","EURO","High income",2033,1904.5,"6-59mo"
"2323","Nauru","NRU","WPRO","High income",2033,1432,"6-59mo"
"2324","Niue","NIU",NA,"#/NA",2033,153,"6-59mo"
"2325","Palau","PLW","WPRO","High income",2033,885.5,"6-59mo"
"2326","Saint Kitts and Nevis","KNA","AMRO","High income",2033,2425.5,"6-59mo"
"2327","San Marino","SMR","EURO","High income",2033,1073,"6-59mo"
"2328","Tuvalu","TUV","WPRO","Upper middle income",2033,811.5,"6-59mo"
"2329","Afghanistan","AFG","EMRO","Low income",2034,7706516.5,"6-59mo"
"2330","Albania","ALB","EURO","Upper middle income",2034,106764,"6-59mo"
"2331","Algeria","DZA","AFRO","Lower middle income",2034,3772976.5,"6-59mo"
"2332","Angola","AGO","AFRO","Lower middle income",2034,7672133,"6-59mo"
"2333","Argentina","ARG","AMRO","Upper middle income",2034,2580674,"6-59mo"
"2334","Armenia","ARM","EURO","Upper middle income",2034,137900,"6-59mo"
"2335","Australia","AUS","WPRO","High income",2034,1533731,"6-59mo"
"2336","Austria","AUT","EURO","High income",2034,351093.5,"6-59mo"
"2337","Azerbaijan","AZE","EURO","Upper middle income",2034,620274.5,"6-59mo"
"2338","Bahamas","BHS","AMRO","High income",2034,20991,"6-59mo"
"2339","Bahrain","BHR","EMRO","High income",2034,110869.5,"6-59mo"
"2340","Bangladesh","BGD","SEARO","Lower middle income",2034,15672757,"6-59mo"
"2341","Barbados","BRB","AMRO","High income",2034,14663,"6-59mo"
"2342","Belarus","BLR","EURO","Upper middle income",2034,293435,"6-59mo"
"2343","Belgium","BEL","EURO","High income",2034,511558,"6-59mo"
"2344","Belize","BLZ","AMRO","Upper middle income",2034,35161.5,"6-59mo"
"2345","Benin","BEN","AFRO","Lower middle income",2034,2464089,"6-59mo"
"2346","Bhutan","BTN","SEARO","Lower middle income",2034,47319.5,"6-59mo"
"2347","Bolivia","BOL","AMRO","Lower middle income",2034,1265538.5,"6-59mo"
"2348","Bosnia and Herzegovina","BIH","EURO","Upper middle income",2034,113091,"6-59mo"
"2349","Botswana","BWA","AFRO","Upper middle income",2034,282369.5,"6-59mo"
"2350","Brazil","BRA","AMRO","Upper middle income",2034,11629406,"6-59mo"
"2351","Brunei Darussalam","BRN","WPRO","High income",2034,27902.5,"6-59mo"
"2352","Bulgaria","BGR","EURO","Upper middle income",2034,269893.5,"6-59mo"
"2353","Burkina Faso","BFA","AFRO","Low income",2034,3679441.5,"6-59mo"
"2354","Burundi","BDI","AFRO","Low income",2034,2468550,"6-59mo"
"2355","Cambodia","KHM","WPRO","Lower middle income",2034,1687813.5,"6-59mo"
"2356","Cameroon","CMR","AFRO","Lower middle income",2034,5038279,"6-59mo"
"2357","Canada","CAN","AMRO","High income",2034,1904471.5,"6-59mo"
"2358","Cape Verde","CPV","AFRO","Lower middle income",2034,30556,"6-59mo"
"2359","Central African Republic","CAF","AFRO","Low income",2034,1287703.5,"6-59mo"
"2360","Chad","TCD","AFRO","Low income",2034,4469953,"6-59mo"
"2361","Chile","CHL","AMRO","High income",2034,832432.5,"6-59mo"
"2362","China","CHN","WPRO","Upper middle income",2034,41466752.5,"6-59mo"
"2363","Colombia","COL","AMRO","Upper middle income",2034,3224567.5,"6-59mo"
"2364","Comoros","COM","AFRO","Lower middle income",2034,121970,"6-59mo"
"2365","Congo","COG","AFRO","Lower middle income",2034,1067718.5,"6-59mo"
"2366","Costa Rica","CRI","AMRO","Upper middle income",2034,242376.5,"6-59mo"
"2367","Côte d'Ivoire","CIV","AFRO","Lower middle income",2034,5318641.5,"6-59mo"
"2368","Croatia","HRV","EURO","High income",2034,146728.5,"6-59mo"
"2369","Cuba","CUB","AMRO","Upper middle income",2034,429243,"6-59mo"
"2370","Cyprus","CYP","EURO","High income",2034,63712,"6-59mo"
"2371","Czech Republic","CZE","EURO","High income",2034,411309,"6-59mo"
"2372","Democratic Peoples Republic of Korea","PRK","SEARO","Low income",2034,1435840.5,"6-59mo"
"2373","Democratic Republic of the Congo","COD","AFRO","Low income",2034,23952793.5,"6-59mo"
"2374","Denmark","DNK","EURO","High income",2034,302476,"6-59mo"
"2375","Djibouti","DJI","EMRO","Lower middle income",2034,120026,"6-59mo"
"2376","Dominica","DMA","AMRO","Upper middle income",2034,3166.5,"6-59mo"
"2377","Dominican Republic","DOM","AMRO","Upper middle income",2034,906080,"6-59mo"
"2378","Ecuador","ECU","AMRO","Upper middle income",2034,1303110.5,"6-59mo"
"2379","Egypt","EGY","EMRO","Lower middle income",2034,12682899,"6-59mo"
"2380","El Salvador","SLV","AMRO","Upper middle income",2034,448060.5,"6-59mo"
"2381","Equatorial Guinea","GNQ","AFRO","Upper middle income",2034,293270,"6-59mo"
"2382","Eritrea","ERI","AFRO","Low income",2034,552991,"6-59mo"
"2383","Estonia","EST","EURO","High income",2034,47711.5,"6-59mo"
"2384","Eswatini","SWZ","AFRO","Lower middle income",2034,134241.5,"6-59mo"
"2385","Ethiopia","ETH","AFRO","Low income",2034,21171527.5,"6-59mo"
"2386","Fiji","FJI","WPRO","Upper middle income",2034,77405.5,"6-59mo"
"2387","Finland","FIN","EURO","High income",2034,221178.5,"6-59mo"
"2388","France","FRA","EURO","High income",2034,3290449,"6-59mo"
"2389","Gabon","GAB","AFRO","Upper middle income",2034,354977,"6-59mo"
"2390","Gambia","GMB","AFRO","Low income",2034,402788.5,"6-59mo"
"2391","Georgia","GEO","EURO","Upper middle income",2034,197555,"6-59mo"
"2392","Germany","DEU","EURO","High income",2034,3285817.5,"6-59mo"
"2393","Ghana","GHA","AFRO","Lower middle income",2034,4555647.5,"6-59mo"
"2394","Greece","GRC","EURO","High income",2034,333019.5,"6-59mo"
"2395","Grenada","GRD","AMRO","Upper middle income",2034,5965,"6-59mo"
"2396","Guatemala","GTM","AMRO","Upper middle income",2034,1872834,"6-59mo"
"2397","Guinea","GIN","AFRO","Lower middle income",2034,2365990,"6-59mo"
"2398","Guinea-Bissau","GNB","AFRO","Low income",2034,324509,"6-59mo"
"2399","Guyana","GUY","AMRO","High income",2034,74083,"6-59mo"
"2400","Haiti","HTI","AMRO","Lower middle income",2034,1201203.5,"6-59mo"
"2401","Honduras","HND","AMRO","Lower middle income",2034,1139282,"6-59mo"
"2402","Hungary","HUN","EURO","High income",2034,398757,"6-59mo"
"2403","Iceland","ISL","EURO","High income",2034,21104,"6-59mo"
"2404","India","IND","SEARO","Lower middle income",2034,109360364.5,"6-59mo"
"2405","Indonesia","IDN","SEARO","Upper middle income",2034,21371196.5,"6-59mo"
"2406","Iran, Islamic Republic of","IRN","EMRO","Lower middle income",2034,5105731.5,"6-59mo"
"2407","Iraq","IRQ","EMRO","Upper middle income",2034,6239877,"6-59mo"
"2408","Ireland","IRL","EURO","High income",2034,284493,"6-59mo"
"2409","Israel","ISR","EURO","High income",2034,903266,"6-59mo"
"2410","Italy","ITA","EURO","High income",2034,1886505.5,"6-59mo"
"2411","Jamaica","JAM","AMRO","Upper middle income",2034,136261,"6-59mo"
"2412","Japan","JPN","WPRO","High income",2034,3822711.5,"6-59mo"
"2413","Jordan","JOR","EMRO","Lower middle income",2034,1178832,"6-59mo"
"2414","Kazakhstan","KAZ","EURO","Upper middle income",2034,1947918,"6-59mo"
"2415","Kenya","KEN","AFRO","Lower middle income",2034,7939920.5,"6-59mo"
"2416","Kiribati","KIR","WPRO","Lower middle income",2034,16159.5,"6-59mo"
"2417","Korea, Republic of","KOR","WPRO","High income",2034,1284865,"6-59mo"
"2418","Kuwait","KWT","EMRO","High income",2034,305646.5,"6-59mo"
"2419","Kyrgyzstan","KGZ","EURO","Lower middle income",2034,746818.5,"6-59mo"
"2420","Lao People's Democratic Republic","LAO","WPRO","Lower middle income",2034,745567.5,"6-59mo"
"2421","Latvia","LVA","EURO","High income",2034,62385,"6-59mo"
"2422","Lebanon","LBN","EMRO","Lower middle income",2034,473421,"6-59mo"
"2423","Lesotho","LSO","AFRO","Lower middle income",2034,261296,"6-59mo"
"2424","Liberia","LBR","AFRO","Low income",2034,862677,"6-59mo"
"2425","Libya","LBY","EMRO","Upper middle income",2034,591137.5,"6-59mo"
"2426","Lithuania","LTU","EURO","High income",2034,96084.5,"6-59mo"
"2427","Luxembourg","LUX","EURO","High income",2034,34569.5,"6-59mo"
"2428","Macedonia, the former Yugoslav Republic of","MKD","EURO","Upper middle income",2034,72430.5,"6-59mo"
"2429","Madagascar","MDG","AFRO","Low income",2034,5156516.5,"6-59mo"
"2430","Malawi","MWI","AFRO","Low income",2034,3581594.5,"6-59mo"
"2431","Malaysia","MYS","WPRO","Upper middle income",2034,2297822.5,"6-59mo"
"2432","Maldives","MDV","SEARO","Upper middle income",2034,23551,"6-59mo"
"2433","Mali","MLI","AFRO","Low income",2034,5163625,"6-59mo"
"2434","Malta","MLT","EURO","High income",2034,18969,"6-59mo"
"2435","Mauritania","MRT","AFRO","Lower middle income",2034,952644.5,"6-59mo"
"2436","Mauritius","MUS","AFRO","Upper middle income",2034,51674.5,"6-59mo"
"2437","Mexico","MEX","AMRO","Upper middle income",2034,9470319.5,"6-59mo"
"2438","Micronesia, Federated States of","FSM","WPRO","Lower middle income",2034,11754.5,"6-59mo"
"2439","Moldova, Republic of","MDA","EURO","Upper middle income",2034,132301,"6-59mo"
"2440","Mongolia","MNG","WPRO","Lower middle income",2034,298985,"6-59mo"
"2441","Montenegro","MNE","EURO","Upper middle income",2034,30089.5,"6-59mo"
"2442","Morocco","MAR","EMRO","Lower middle income",2034,2908164,"6-59mo"
"2443","Mozambique","MOZ","AFRO","Low income",2034,6738155.5,"6-59mo"
"2444","Myanmar","MMR","SEARO","Lower middle income",2034,4050588,"6-59mo"
"2445","Namibia","NAM","AFRO","Upper middle income",2034,390943.5,"6-59mo"
"2446","Nepal","NPL","SEARO","Lower middle income",2034,2500691,"6-59mo"
"2447","Netherlands","NLD","EURO","High income",2034,919419.5,"6-59mo"
"2448","New Zealand","NZL","WPRO","High income",2034,283045,"6-59mo"
"2449","Nicaragua","NIC","AMRO","Lower middle income",2034,629139,"6-59mo"
"2450","Niger","NER","AFRO","Low income",2034,5718424,"6-59mo"
"2451","Nigeria","NGA","AFRO","Lower middle income",2034,37163692.5,"6-59mo"
"2452","Norway","NOR","EURO","High income",2034,265483,"6-59mo"
"2453","Oman","OMN","EMRO","High income",2034,476478.5,"6-59mo"
"2454","Pakistan","PAK","EMRO","Lower middle income",2034,34355441.5,"6-59mo"
"2455","Panama","PAN","AMRO","High income",2034,354619.5,"6-59mo"
"2456","Papua New Guinea","PNG","SEARO","Lower middle income",2034,1261798.5,"6-59mo"
"2457","Paraguay","PRY","AMRO","Upper middle income",2034,638186.5,"6-59mo"
"2458","Peru","PER","AMRO","Upper middle income",2034,2554706.5,"6-59mo"
"2459","Philippines","PHL","WPRO","Lower middle income",2034,9239119,"6-59mo"
"2460","Poland","POL","EURO","High income",2034,1271337,"6-59mo"
"2461","Portugal","PRT","EURO","High income",2034,430478,"6-59mo"
"2462","Qatar","QAT","EMRO","High income",2034,194477,"6-59mo"
"2463","Romania","ROU","EURO","High income",2034,826277.5,"6-59mo"
"2464","Russian Federation","RUS","EURO","Upper middle income",2034,6076386.5,"6-59mo"
"2465","Rwanda","RWA","AFRO","Low income",2034,2083062,"6-59mo"
"2466","Saint Lucia","LCA","AMRO","Upper middle income",2034,8955.5,"6-59mo"
"2467","Saint Vincent and the Grenadines","VCT","AMRO","Upper middle income",2034,5323.5,"6-59mo"
"2468","Samoa","WSM","WPRO","Lower middle income",2034,27177,"6-59mo"
"2469","Sao Tome And Principe","STP","AFRO","Lower middle income",2034,35534.5,"6-59mo"
"2470","Saudi Arabia","SAU","EMRO","High income",2034,2994720,"6-59mo"
"2471","Senegal","SEN","AFRO","Lower middle income",2034,2876325,"6-59mo"
"2472","Serbia","SRB","EURO","Upper middle income",2034,264693.5,"6-59mo"
"2473","Seychelles","SYC","AFRO","High income",2034,8527,"6-59mo"
"2474","Sierra Leone","SLE","AFRO","Low income",2034,1221262,"6-59mo"
"2475","Singapore","SGP","WPRO","High income",2034,252213.5,"6-59mo"
"2476","Slovakia","SVK","EURO","High income",2034,218211.5,"6-59mo"
"2477","Slovenia","SVN","EURO","High income",2034,82377.5,"6-59mo"
"2478","Solomon Islands","SLB","WPRO","Lower middle income",2034,118769.5,"6-59mo"
"2479","Somalia","SOM","EMRO","Low income",2034,4149219,"6-59mo"
"2480","South Africa","ZAF","AFRO","Upper middle income",2034,5616893,"6-59mo"
"2481","South Sudan","SSD","AFRO","Low income",2034,1863966.5,"6-59mo"
